sentence_id,sentiment,en_proportion,ta_proportion,na_proportion,num_switches,sentence_length,sentence
sent_09289,Positive,0.0,1.0,0.0,0,9,Indha trailor ah enakku thirumba thirumba paaka thonudhu... Ungaluku?
sent_09290,Positive,0.1667,0.6667,0.1667,1,6,Adraaaa adraaaa adraaaa... Innum trending #1
sent_09291,Positive,0.3333,0.6667,0.0,2,6,Thalaen nenkonta panrvai indian cinemavai thinaraadikum .....
sent_09292,Positive,0.3333,0.6667,0.0,2,6,Thala veriyana irunthal like comment podunga
sent_09293,Positive,0.4286,0.4286,0.1429,3,7,743k likes reached aairuku  thala always mass
sent_09294,Positive,0.1667,0.8333,0.0,2,6,saaho veta kammi views poi iruku
sent_09295,Positive,0.6,0.4,0.0,6,10,Look like malayalam movie Chinthamani kola case🤔  But Tala act
sent_09296,Positive,0.5,0.5,0.0,4,6,Thala fans like pannunga dupport thala
sent_09297,Positive,0.1111,0.6667,0.2222,2,9,yaar ellaam nkp fdfs poringalo avangallaam oru like podunga
sent_09298,Positive,0.5556,0.4444,0.0,4,9,Pink remake. Thala ipadi awareness movie la nadikarathu happy.
sent_09299,Positive,0.375,0.625,0.0,4,8,Marana waiting for ner konda paarvai fdfs ku
sent_09300,Mixed_feelings,0.0,1.0,0.0,0,8,ithu tamil nadu ella ithu enga thala nadu
sent_09301,unknown,0.0,1.0,0.0,0,5,"Hai manju varier , adipoli ki......"
sent_09302,Positive,0.2857,0.7143,0.0,2,7,Vadachennai ku aprom oru come back pa
sent_09303,Positive,0.1111,0.8889,0.0,2,9,dhanush anna kola maas   edukangada award a enga thalaiku
sent_09304,Positive,0.0,1.0,0.0,0,7,Ajith rasigargal Sarpaka padam Vetri pera valthukkal
sent_09305,Positive,0.3333,0.6667,0.0,3,9,Like....danush Comments ....surya Yaru mass nu parkalam. Iam danush
sent_09306,Positive,0.25,0.75,0.0,3,8,"Nanum padipa eduthukalanu patha.Mandala yeramatengudhu, correct dhanush sir"
sent_09307,Negative,0.0909,0.8182,0.0909,2,11,Vadachannai 2 ku whait panravaga la oru like thatti uttu ponga
sent_09308,Negative,0.0,1.0,0.0,0,9,Yennappaa yeppa paathaalum ore maathiriyaa a padam yeduthu wekiringa
sent_09309,Positive,0.1176,0.8824,0.0,3,17,Dislike pottavanga ellam semma gandu la irukanga pola 🤣 avanga hero ellam intha mathiri padam thara mudiyalaye nu...
sent_09310,Positive,0.1667,0.8333,0.0,2,6,Dhanush Anna va pidicgavanga like podunga
sent_09311,Positive,0.2857,0.7143,0.0,4,7,Dhanush acting verithanam nu soldravanga like panunga
sent_09312,Negative,0.125,0.75,0.125,2,8,Kaththi bgm maaathiri erukku. In alakil en ithayam 🤔🤔🤔🤔
sent_09313,Positive,0.1429,0.2857,0.5714,2,7,BGM Vera Level  GV Lv U Thalaiva
sent_09314,Positive,0.0,1.0,0.0,0,4,Mass  Dhanush  manju  vetri
sent_09315,Positive,0.1333,0.8667,0.0,4,15,Vettrimaaran Sir Dhanusha Thavira Vera Yaraium Unga Padathukku Choose Pannirathinga Avure Unga Yella Padathulaium Nadikkatum
sent_09316,Positive,0.1429,0.8571,0.0,2,7,Devendhira da....Suma va yaru history ithu devadhiran...la
sent_09317,Negative,0.1875,0.8125,0.0,5,16,Trailer naa ipti irukanu kappan nu oru trailer vittangale oru feel ye kedaikala athula irunthu... Chai
sent_09318,Positive,0.5,0.5,0.0,2,8,"National award ah , askar ah ?/... Dhanush fanz like"
sent_09319,Positive,0.2,0.6,0.2,3,10,V V join pana semya erukum  Vetri maran and vijay
sent_09320,Positive,0.3333,0.6667,0.0,1,6,LOVE you Dhanush anna semma masssss
sent_09321,Positive,0.5,0.5,0.0,4,10,Semma mass tease r in illaya super star dhanush Anna
sent_09322,Positive,0.75,0.25,0.0,3,8,I am big for illaya super star DHANUSH
sent_09323,Positive,0.375,0.625,0.0,3,8,illaya super star DHANUSH than adi poli king
sent_09324,Mixed_feelings,0.1429,0.7857,0.0714,1,14,"Verithaname illama verithanam ndu oru paatu vanthiche, avanuhalukku intha verithanatha kaatanum. BGM VERA LEVEL..."
sent_09325,Positive,0.8333,0.1667,0.0,1,6,Manju warrier fans like hit here
sent_09326,Positive,0.6,0.4,0.0,3,5,maranna waiting  iam dhanush fan
sent_09327,Positive,0.0,0.3333,0.6667,0,3,BGM    GV Prakash
sent_09328,Negative,0.1111,0.8889,0.0,4,18,Rowdy ingala hero va katti vanmuraiya thundarady vetrimarnukku velaya pochi.Yevlo Enda nattukku thevayana Nalla karuthukala vachi flim edukalamla.
sent_09329,unknown,0.2857,0.7143,0.0,3,7,So ARYA dha mass  Magamuni acting > dhanush ...
sent_09330,Positive,0.2857,0.7143,0.0,4,7,yarala oru like tha potamudiuthunu feel pandringa
sent_09331,Positive,0.2,0.8,0.0,4,10,Tharumaaru Hit .... Ennamaa iruku Pullarikuthu.....BGM...Vera Level nu solrathu vida #VERITHANAMAN
sent_09332,Mixed_feelings,0.1429,0.8571,0.0,2,7,***Thaa  Tamil cinima Vera levela pudikka poguhtu
sent_09333,Positive,0.75,0.25,0.0,1,4,Adukalam team is back. . .
sent_09334,Positive,0.2,0.7,0.1,3,10,Gv music vera level  Dhanush aa ithu pakkave bayama irukku
sent_09335,Positive,0.0,1.0,0.0,0,5,Vetrimaaran dhanush deam vera leval
sent_09336,Positive,0.25,0.75,0.0,4,8,Sema BGM Semaya erukkum padam waitingle veri yeruthe
sent_09337,Positive,0.0,1.0,0.0,0,6,yuvan thalaivana yar yar miss pandringa
sent_09338,Positive,0.25,0.75,0.0,4,8,Bigil Left la poh ! Kaappaan Right la poh !
sent_09339,Positive,0.0,1.0,0.0,0,7,"Namakku thevaiyanatha adichu vanganu,,, semma semma semma"
sent_09340,Positive,0.1667,0.8333,0.0,2,6,ASURAN trailer .... Kollla massu.... #asuran #dhanush
sent_09341,Positive,0.0909,0.8182,0.0909,2,11,Viswasam bgm mathri iruku konjam enaku matum dha andha feel irukooo
sent_09342,Positive,0.3,0.7,0.0,4,10,"Romba nallaiku appuram oru Goosebump Trailer , Asuran blockbuster hitaga Vaazthugiroam"
sent_09344,Positive,0.3889,0.6111,0.0,1,18,Namma kita iruthu Ellathaiyum pudingipanunga... Aana padipa mattum onnum panna mudiyathu.. 100% true.. Good trailer.. All the best...
sent_09345,Positive,0.0,1.0,0.0,0,5,Dhanush Annan asuran ... Manjuchechi  vetrimaran
sent_09346,Positive,0.3333,0.5556,0.1111,4,9,Entha trailer best nu Pakalam  Like : Asuran   Cmnt: Kaapan
sent_09347,Positive,0.0,1.0,0.0,0,8,Vetrimaran kitta dhanush nale mattum tha nadikka mudiyum
sent_09348,Positive,0.3333,0.6667,0.0,3,6,Super vera level Dhanush anna mass
sent_09349,Positive,0.2857,0.7143,0.0,4,7,Vara level PA trailer asuran vettaiku varan
sent_09350,Mixed_feelings,0.6667,0.3333,0.0,3,9,Manju waarier looks like devashena u feel it guys
sent_09351,Positive,0.1429,0.8571,0.0,2,7,Unmaiyana Verithanam na adhu Dhanush only da
sent_09352,Positive,0.0556,0.9444,0.0,2,18,Namma kitta kadu iruntha eduthupanga Kasu iruntha pudingipanganga Ana namma Dhanush fan ha Mattum ethum pnamudiyathu#chidhambaram #asurathanam D
sent_09353,Negative,0.4,0.4,0.2,3,5,10+ times pathavangalam like podu
sent_09354,Positive,0.0,1.0,0.0,0,4,padam vetri pera Vazthukal
sent_09355,Negative,0.25,0.625,0.125,3,8,3 Times kku mela pathavanga yarellam like pannunga
sent_09356,Negative,0.0,0.8333,0.1667,0,6,Enna da bgm viswasam sayyal irukku
sent_09357,Negative,0.0,0.7143,0.2857,0,7,#Bgm ketta #nerkonda #paarvai #bgm maari iruku🤔🤔🤔🤫🤫🤫🤫🤫🤫🤫🤫🤫
sent_09358,Negative,0.3333,0.5,0.1667,1,6,1:10 Note : Engineering padicha velai ila
sent_09359,Positive,0.2,0.7,0.1,2,10,1.20 Yaar elam pathinga enaku oru aasai song singer ah
sent_09360,Positive,0.3333,0.6667,0.0,3,6,Like - SURIYA (Kaappan) CMD - Dhanush (Asuran)
sent_09361,Negative,0.1667,0.6667,0.1667,2,6,Hyy ethu Telugu movie rangastalam thane...
sent_09362,Positive,0.0,0.8571,0.1429,0,7,ENPT paka mudiyadhavanga idha pathu manasa thethikonga
sent_09363,Positive,0.2857,0.7143,0.0,2,7,Marranna mass ilaiya super star dhanush valga
sent_09364,Positive,0.1818,0.8182,0.0,3,11,Padippa mattum namma kitta irunthu eduthukitave mudiyathu...... super thalaiva semma dialogue
sent_09365,Positive,0.3,0.6,0.1,4,10,Gv.prakash nee vaaya music director ah ungala romba miss pandren
sent_09366,Positive,0.6,0.2,0.2,1,5,Asuran trailer 2M good good
sent_09367,Negative,0.8333,0.1667,0.0,1,6,Kathi movie song tune pole ond
sent_09368,Positive,0.125,0.375,0.5,2,8,G v p Kumar music Vera leval bgm
sent_09369,Positive,0.1667,0.8333,0.0,1,6,Super pa... Thalapadhy rasigar saarba vaalthukal
sent_09370,Negative,0.625,0.125,0.25,2,8,This bgm like kathi bgm (yes) or (no)
sent_09371,Positive,0.7143,0.2857,0.0,2,7,"I am.vijay fan but asuren marana waiting,"
sent_09372,Positive,0.1429,0.7143,0.1429,2,7,Yen trending la varala...kappan 5hr la vanthudichu
sent_09373,Positive,0.2857,0.7143,0.0,3,14,Thalaya thaniya eduthittu vandhenna ennum sandhosa petturippe. Lady Supper Star  Manju Chechiiiiii Dhanush supper
sent_09374,Mixed_feelings,0.0714,0.9286,0.0,1,14,Trailer la avlo saraku iruka maari therilayea  vetri maaran enna panni vachurukaaru nu therilayea
sent_09375,Positive,0.3333,0.6667,0.0,2,9,Dhanush is an acting asuran. Verithanama iruku vetrimaranin padaipu.
sent_09376,Positive,0.8571,0.1429,0.0,2,7,I'm​ BIG FAN OF DHANUSH FROM MOON
sent_09377,Positive,0.3077,0.6923,0.0,5,13,Oscar award ku mela award erutha thagada enga thalaivan actioning evalo mass eruku
sent_09378,Negative,0.5714,0.4286,0.0,1,7,Theme song same like thala nerkonda paarvai 🤔
sent_09379,Positive,0.125,0.875,0.0,4,16,Padipu matum dha evanalayum namakita irndhu eduthuka mudyadhu .....indha Oru dialogue podhum padam worth nu thonudhu
sent_09380,Negative,0.3846,0.5385,0.0769,4,13,Thalaiva viswasam bgm and trailer ending Nkp vaa mothi paru song🤔🤔 ennayaaa ithu
sent_09381,Positive,0.1667,0.8333,0.0,2,6,Massss vera level  ASURAN Panthayam adikum
sent_09382,Positive,0.0,0.875,0.125,0,8,"Suriya ku oru GVM, dhanush ku oru  vetri."
sent_09383,Positive,0.0,1.0,0.0,0,6,Namaku thavayanatha namba than adichu vankunum
sent_09384,Positive,0.1,0.9,0.0,2,10,semmmma dhanush in tha padam sema takkaraa irukum nu naikiren
sent_09385,Negative,0.3846,0.6154,0.0,6,13,intha movie double action nu nenaikuravanga like podunga illa nu panravanga comment panunga....
sent_09386,Positive,0.5714,0.1429,0.2857,1,7,Bgm vera level Gv done his best
sent_09387,Positive,0.6,0.4,0.0,2,5,Like only vetri maaran... waiting
sent_09388,Negative,0.3333,0.6667,0.0,3,6,Morning Ezhuthu Trailer Pakka Vanthavangalaya Yaru‍‍
sent_09389,Negative,0.0,0.6667,0.3333,0,6,Idaila kgf bgm kedathu enaku madumthana 🤔🤔🤔🤔🤯
sent_09390,Positive,0.6667,0.1667,0.1667,2,6,Love u Anna from Telugu fans
sent_09391,Positive,0.5,0.5,0.0,3,6,National award ah book pannunga ppaaa
sent_09392,Mixed_feelings,0.1765,0.8235,0.0,4,17,"Eppa paaru violence, vettu, adodjadi, idhellam illama oru padam eduthu jeyichi laatunga, young generationa violencelaya oora vachidadheenga"
sent_09393,Negative,0.5,0.3333,0.1667,2,6,Dissapointed...saamy 2 trailer is better!!!!vikram mass.....
sent_09394,Positive,0.5,0.3333,0.1667,1,6,Telugu dhanush ki die hard fan
sent_09395,Negative,0.3889,0.6111,0.0,11,18,Movie la oru sila scene ha partha telugu movie rangasthalam movie mari eruku but parkalam movie release apo
sent_09396,Positive,0.4444,0.5556,0.0,4,9,Yaarellam Today View's Check  Panna Vandhinga Like Pannunga  #Asuran
sent_09397,Positive,0.1429,0.8571,0.0,1,7,Mass na Marana massu da  Thalapathy fans
sent_09398,Positive,0.7,0.3,0.0,3,10,Kaapan trending no 1 any surya anna fans like here
sent_09399,Positive,0.0,0.8889,0.1111,0,9,Bgm marana maassssss nammakitta kaadu iruntha eaduthukkuvanunga ............ padippu iruntha
sent_09400,Positive,0.2143,0.7857,0.0,4,14,Nala iruku. Naturel ah edukuromnu Vada Chennai mathiri bad words ilama irutha nala irukum.
sent_09401,Positive,0.25,0.625,0.125,3,8,100 times paathavanga mattum like podunga Thala ranthangalae
sent_09402,Positive,0.5,0.3333,0.1667,1,6,Thala veriyans hit like for #NKP
sent_09403,Positive,0.8,0.2,0.0,4,10,Omg.  Thalaaaaaaaa waitin fr u in big screen. Vera level
sent_09404,Positive,0.7143,0.2857,0.0,1,7,Yuvan Shankar BGM likes hit like here!!!!!!
sent_09405,Positive,0.0909,0.9091,0.0,2,11,Kettukanga Thala fans... oruthar mela katra visuvasathula matha vangala kevala paduthathinga
sent_09406,Positive,0.1875,0.8125,0.0,6,16,Laste la Vara dialogue ealla hero fanskum porunthum semaaa padam ajith sir pechila mattum than erukku
sent_09407,Positive,1.0,0.0,0.0,0,8,Finally i asking you  What did you Say  ?
sent_09408,Positive,0.0,1.0,0.0,0,8,thala dye adikkam irukanaalathan naama nimathiya irukkamudiythu.thala takkarudoi.....
sent_09409,Negative,0.2,0.6,0.2,1,5,32K Like Potavan Silukku Mavan
sent_09410,Positive,0.0,1.0,0.0,0,14,Thala sollurthu nalla kelungge daaa. Oruthar mela neenga viswasam kaatratukaaga innorthara yen asinga paduthureenga.
sent_09411,Positive,0.3333,0.5,0.1667,2,6,RIP SRIDEVI MADAM ENGLISH VILINGISH.........................ULTIMATE STAR ......
sent_09412,Positive,0.0,1.0,0.0,0,13,Veeram ku apram Oru Ajith padam paakanum nu thonudhuna adhu  indha padam dhan
sent_09413,Negative,0.0,1.0,0.0,0,9,Ithu varaikum evlo vadai suturikinga....   Niraiya Niraiya Niraiya Niraiya...
sent_09414,Positive,0.0,0.0,1.0,0,4,p  I   N     K       !!
sent_09415,Negative,0.5,0.5,0.0,4,12,Aama dhadi valikinu. Lawyer can't speak like this. Mokke. Vijay is vijay
sent_09416,Positive,0.5,0.5,0.0,1,6,Bgm on fire thala & yuvan masssssssssssssss
sent_09417,Positive,0.8,0.2,0.0,1,5,Thala is a king maker
sent_09418,Positive,0.0,1.0,0.0,0,8,Oruthavar mela viswasam kaatrathukaga inneruthavar mela yaan asingapaduthuringa
sent_09419,Positive,0.375,0.5,0.125,2,8,2:05 minutes epadi pochu ne terila.... Completely involved
sent_09420,Positive,0.6111,0.3333,0.0556,7,18,I am Vijay fan but thala love you I am waiting thala next 60um balls pannunga .Yuvan sirvmasss
sent_09421,Positive,0.1429,0.8571,0.0,2,7,Vera level la Vara pakuthu marana mass
sent_09422,Positive,0.4545,0.5455,0.0,3,11,Yena thala Vera level La pani erukeynga luv u soo muchthala
sent_09423,Positive,0.0,0.5,0.5,0,8,H vinoth mass  1.sathuranga vettai 2.theeran  3.narkonda paarvai
sent_09424,Negative,0.1667,0.6667,0.1667,1,6,32k dislike kum anil kunjunga velai
sent_09425,Positive,0.0,1.0,0.0,0,6,Thala nalae mass tan....ithu massoo massuuu
sent_09426,Positive,0.6923,0.3077,0.0,2,13,Thalaaaaaaaaa!! WE ARE WAITING TO SEE YOU IN ANOTHER DIMENSION :D semme semme !!
sent_09427,unknown,0.0,1.0,0.0,0,11,Naanga ujirukkujira viswasam kaadduravanukkaandi jaarajum asinkavum paduththuvam athukku mealajum seivam okya
sent_09428,Positive,0.25,0.75,0.0,1,8,Love u thala ....innum neraya neraya neraya neraya
sent_09429,Positive,0.1667,0.6667,0.1667,1,6,1:55 ipoyachum thirundhunga da Thala-Thalapathy fans
sent_09430,Positive,0.3333,0.6667,0.0,3,15,Osm trailer..But court bouckgrand perusa kaatti irukalam..Chinna court aha iruku...thala na semma mass irukanum la
sent_09431,Positive,0.6667,0.3333,0.0,3,6,ultimate star thala fans like panunga
sent_09432,Positive,0.2222,0.6667,0.1111,4,9,1:34 Enna ma magic katraru pahhhh Vera level masssssssuuu
sent_09433,Positive,0.4545,0.4545,0.0909,4,11,"TAMILNADU LA , INDIA LA , WORLDWIDE LEVEL BLOCKBUSTER HIT   . . Yaarelam AGREE PANDRINGA"
sent_09434,Positive,0.6667,0.3333,0.0,2,6,Thala acting king one man army
sent_09435,Positive,0.3333,0.6667,0.0,2,6,marana  mass thala ........i   u     thala
sent_09436,Positive,0.4286,0.5714,0.0,2,7,Thala tukaru doi...... I love U Thala
sent_09437,Negative,0.5,0.5,0.0,6,10,"Remake from malayalam movie, chinathamani kola case Suresh gopi,bhavana movie"
sent_09438,Positive,0.0,1.0,0.0,0,9,Oru thar mela viswasam katta en mathavangala kettavangala akuringa.Mass
sent_09439,Positive,0.375,0.625,0.0,6,8,Yuvan music vera level nuu soltrivinga like potungaa
sent_09440,Positive,0.4286,0.2857,0.2857,3,7,Ammodi 23k comments just 1hour Vera level
sent_09441,Positive,0.8333,0.1667,0.0,1,6,Paaaa Goosebumps... Such a heavy voice..
sent_09442,Positive,0.6667,0.0,0.3333,0,6,1:05 to 1:30  Vere level masss
sent_09443,Positive,0.125,0.875,0.0,3,16,Pink padathula Amithabacham epo ya sanda potaru Ajith sir ra sanda poda vechirkingaremake na idhu dhan
sent_09444,Positive,1.0,0.0,0.0,0,6,last dialogue for all actors fans
sent_09445,Positive,0.7143,0.2857,0.0,4,7,Wowwww!... Vera level thalaaaaaaaaaaaa lovely goosebumps conformed
sent_09446,Positive,0.5,0.5,0.0,2,4,Super  Thala  Vera level
sent_09447,Positive,0.0,1.0,0.0,0,8,Analum Thalai Ku Siva Mela romba viswasam pa
sent_09448,Positive,0.4,0.6,0.0,4,10,Ajith vandar yellarum side ki ponga ...back with a bang.....u1
sent_09449,Positive,0.125,0.875,0.0,2,8,Thalana thala than naan thala ser fans paaa
sent_09450,Positive,0.0,1.0,0.0,0,7,Thala Ena Thala ketta mass ah irukiyae
sent_09451,Positive,0.6667,0.3333,0.0,3,6,Tha looking is Tha English man
sent_09452,Positive,0.4737,0.1053,0.4211,3,19,Ayyyoooo Vera level! Vera level! Vera level! Vera level! Vera level! Vera level! Vera level! Vera level! Veraaaaaa level!!!
sent_09453,Positive,0.0769,0.9231,0.0,1,13,I'm thalapathy fan....romba nal kalichuu thala kku nalae padam varaee.podhuuu....manasukku ipodhaa sandhosamahhh irukkuuuu.....
sent_09454,Positive,0.0,1.0,0.0,0,5,THALA THALA THALA THALA THALA
sent_09455,Positive,0.25,0.75,0.0,3,8,Padam maaperum vetri pera vazhthukal by rajni fans
sent_09456,Positive,0.2,0.8,0.0,2,10,Nee va thala eppavum unaku viswasama irupom... love you thala
sent_09457,Positive,0.5,0.5,0.0,3,6,I'm Vijay fan... But thala mass
sent_09458,Positive,0.0,1.0,0.0,0,4,THALA        THALA DHAAN DAA....
sent_09459,Positive,0.5,0.3333,0.1667,2,6,Honestly saying yuvan bgm vera level
sent_09460,Positive,0.4,0.6,0.0,4,15,As a thalapathy fan i liked it..orutar mela viswasam katratunala matavaga asinga paduta koodatu..hats off
sent_09461,Positive,0.5,0.5,0.0,3,6,Katta Support by Kerala Suriya Fans
sent_09462,Positive,0.3077,0.6154,0.0769,5,13,truly Vera level da thala     neraiya neraiya neraiya neraiya  waiting for NKP & Kaappaan
sent_09463,Positive,1.0,0.0,0.0,0,5,WHAT DID YOU SAY.... Roar .....
sent_09464,Negative,0.8,0.2,0.0,1,10,This movie is telugu movie remake.  movie name sri mahalakshmi
sent_09465,Mixed_feelings,0.2222,0.7778,0.0,1,9,Super........mass But yellam avan seyal padam patha mathiri iruku
sent_09466,Positive,0.4286,0.5714,0.0,2,7,Thala sema mass I love you.. Thala.....
sent_09467,Positive,0.5,0.5,0.0,3,6,Last dialogue semma...🥰🥰 Thala Tucker doi...
sent_09468,Positive,0.5,0.1667,0.3333,2,6,Y1 king of BGM marana mass
sent_09469,Positive,0.3333,0.6667,0.0,1,6,Sema sema sema thala love you...
sent_09470,Positive,0.2,0.8,0.0,3,10,Nerkonda parvai vetri pera vazthukal by nadippin nayagan surya fan
sent_09471,Positive,0.25,0.75,0.0,2,8,Mass dialogue was apdi ellam nadakkadhu nadakavum kudadhu
sent_09472,Positive,0.1,0.9,0.0,2,10,Vijay fans eppovum pola avanga velaya kaaturanga.. Thu porama pudichavanga
sent_09473,Positive,0.3333,0.6667,0.0,1,6,Love u thala sema semma semmmma
sent_09474,Positive,0.5,0.5,0.0,1,6,Marana mass thala I am waiting🦁🦁🦁🦁🦁🦁🦁
sent_09475,unknown,0.25,0.75,0.0,4,8,yeh pink ka remake hai Na mast banaya
sent_09476,Positive,0.1667,0.8333,0.0,2,6,Yo enna ya likes ennum pathala
sent_09477,Negative,0.7143,0.1429,0.1429,1,7,It's look like a Telugu film mahalakshmi
sent_09478,Negative,0.2308,0.7692,0.0,4,13,"Padam trailer mooka, padamum waste Insulting amitab  Poi sethu thola da ajith sunni"
sent_09479,Positive,0.4,0.6,0.0,3,5,Trailer verithanam solluravanga like pannunga 🤘
sent_09480,Positive,0.3333,0.6667,0.0,2,9,Thala neenge vere leveldamn waiting for Nerkonda paarvai.....from DieHardThalaFan
sent_09481,Positive,0.4,0.4,0.2,2,10,24 hour le 1m like varum v r thala fans
sent_09482,Positive,0.1667,0.8333,0.0,1,6,Ayioooooo vera vera vera vera level
sent_09483,Positive,0.3333,0.6667,0.0,4,6,Thala Ajith fans mattum like kudunga
sent_09484,Positive,0.4286,0.5714,0.0,1,14,Oruthar mela viswasam irukaradhukaaga innoruthara yen asinga paduthanum. Great slap to all fan abuse
sent_09485,Positive,0.4286,0.5714,0.0,3,7,last dialogue paaa change eh..   Ila..... #thala......
sent_09486,Mixed_feelings,0.3333,0.4444,0.2222,3,9,Vadivelu comedy dha niyabagam varudhu  Tq my lord tq
sent_09487,Positive,0.1579,0.8421,0.0,4,19,Entha mathiri mass fans ah vachikittu intha mathiri padam pannathula oru nalla nadikanavum end dialogue le nalla manusanavum theriyuraru
sent_09488,Positive,0.0667,0.8667,0.0667,2,15,Rmba nerama 467k la mattume iruku🤔 thala mass views pakalanu patha  ithu vera sathi pannuthu
sent_09489,Positive,0.1818,0.8182,0.0,3,11,Trailer ah nerya nerya nerya nerya nerya thadava paathavanga like podunga
sent_09490,Positive,0.8333,0.1667,0.0,1,6,Different role and different look thalaaaaaaaa
sent_09491,Positive,0.6667,0.1667,0.1667,1,6,400k likes on d way Maa
sent_09492,Positive,0.4286,0.5714,0.0,1,7,Neraya neraya neraya neraya likes  awwesome teaser
sent_09493,Positive,0.1111,0.8889,0.0,2,9,Ippadium mudiyum ....... thala nee Vera level..... Pattaya kelappanum thala......
sent_09494,Positive,0.8571,0.1429,0.0,2,7,Thanks fans from karnataka hit like here
sent_09495,Positive,0.5,0.5,0.0,5,6,irukire fans ku set avaadhe film
sent_09496,Positive,0.5714,0.4286,0.0,1,7,I am waiting for ner konda paarvai
sent_09497,Positive,0.0,1.0,0.0,0,6,enna oru mass lokku thalai ku
sent_09498,Positive,0.0,1.0,0.0,0,8,Ada deii namma Annan Pandey irukkara Appa SEMA
sent_09499,Negative,0.1667,0.8333,0.0,2,6,Otha set agala da pooolu ajith
sent_09500,Positive,0.2857,0.7143,0.0,4,7,Thala look vera level  thala takkar dooi.....
sent_09501,Negative,0.0769,0.9231,0.0,2,13,Ennada ivlo mokkathanama iruku padam Doubtan so sad en thalaivana asinga padutharamari iruku
sent_09502,Positive,0.25,0.75,0.0,1,4,Mass Patta .  Rajini sir
sent_09503,Positive,0.2,0.8,0.0,3,10,Veara level Paaaaaaaàaa Sema sema sema  Chancea illa veara level
sent_09504,Positive,0.4286,0.5714,0.0,1,7,Kolle gand le irrkinge.... Super mass dialogue
sent_09505,Positive,0.6,0.4,0.0,1,5,Makkal selvan fans hit like
sent_09506,Positive,0.1429,0.7143,0.1429,2,7,01:40 intha oru scene kaagave padam pakkanum......
sent_09507,Positive,0.8,0.2,0.0,2,5,Style King Rajni  Awesome style
sent_09508,Mixed_feelings,0.5333,0.4667,0.0,6,15,Honest ah sollanumna ...trailer looking good ...but rajni padam alavuku illa ... lets see viswasam trailer
sent_09509,Positive,0.5556,0.4444,0.0,3,9,Why Santosh narayan didn't make music to karthik subbaraj
sent_09510,Positive,0.4,0.6,0.0,2,5,Rajinikanth Anna is backkk Thalaiva 🤘🤘🤘🤘🤘
sent_09511,Positive,0.4286,0.5714,0.0,2,7,Thalaivaaaaaaaaaaaaaaaaa sooooooper love you Thalaivaaaaaaaaaaaaaaaaa petta Parak
sent_09512,Mixed_feelings,0.0,1.0,0.0,0,7,komali rasini vesam pottu tamil ilichavayangala ematharan
sent_09513,Positive,0.0,1.0,0.0,0,5,Ethir paartha alavu ila .. sadness
sent_09514,Positive,0.4167,0.5833,0.0,3,12,Pongalukku sweet conform yes ....waiting laya veriyavudha va Thalaiva.   .... Vijay sedhupathi ultimate ................
sent_09515,Positive,0.0833,0.9167,0.0,2,12,Vara level oodi poidu oorama poidu oothigi poitu vara thu yenga thalaivaru
sent_09516,Positive,0.1429,0.8571,0.0,1,7,Teaser maasu maranum.. Athukku avantha poranthu varanum
sent_09517,Positive,0.3333,0.6667,0.0,2,6,Massnaaa semma massrajini sir superbbb paaaaa
sent_09518,Positive,0.0,1.0,0.0,0,7,Vera leval thalaivaa ne epavame mass than
sent_09519,Positive,0.0909,0.8182,0.0909,2,11,Ittha paathu née un padathe pogalku dha release pannuvia Mr siva
sent_09520,Positive,0.0,1.0,0.0,0,13,Visuvasam seruppadi iruku sirappu megavum sirappu ana sambhavam iruku pongal thalai ku doi
sent_09521,Positive,0.1667,0.8333,0.0,2,6,Thalaivar sonna maari sweet sapida poren
sent_09522,Positive,0.0,1.0,0.0,0,8,sirappana tharamana sambavangala inimey than paka pora!!!!!!! thalaivaaaaaaaa..
sent_09523,Positive,0.2857,0.7143,0.0,2,7,Kadaisiya oru nalla rajini movie trailer pathachupa.
sent_09524,Positive,0.8182,0.0,0.1818,0,11,2004 kids liking Super star. I am also born on 2004
sent_09525,Positive,0.0909,0.9091,0.0,2,11,Maranam mass u maranam Athukku avan thaan poranthu varanum.namma THALAIVAR.PETTA PARAAK
sent_09526,Positive,0.25,0.75,0.0,3,8,Sweet saapda pooram  pongal vera lvl la erukkum
sent_09527,Positive,0.0,1.0,0.0,0,10,Dai indha rajini ah dhaan da pala varshama naanga kekrom
sent_09528,Positive,0.0,1.0,0.0,0,11,sirappana tharamaana sambavangala pongal ku dha paaka poringa....varardhu thalaivaru petta paraakk.....
sent_09529,Positive,0.0,1.0,0.0,0,9,"Enee Maye da miga sirappana sambavagella kaathirukku, petta parak"
sent_09530,Positive,0.375,0.625,0.0,2,8,Nalla iruku super but strong ah illa geatha...!!!
sent_09531,Negative,0.0,1.0,0.0,0,6,Bayama irukku vishvaasam enna aaga pogutho??
sent_09532,Positive,0.3333,0.6667,0.0,1,6,Kali oda aatadha paakaporavanga  Like here
sent_09533,Positive,0.8571,0.1429,0.0,2,7,"Old Rajnikanth , awesome style and dailogue deliver ."
sent_09534,Positive,0.1053,0.8947,0.0,2,19,Pakka masss sa irruku pathu kettan irrukan Na. Thalapathi tesar mattum tha papen frist time pathan petta marana massss
sent_09535,Positive,0.3333,0.6667,0.0,2,6,Thalaiva unge style ku nanga Adimai
sent_09536,Positive,0.4167,0.5833,0.0,4,12,Average solra alavuku trailer illa naan romba ethir paarten old dialogues repeated.
