sentence id,codemixed text,monolingual text
2025-05-01T15:52:11.172047,Heat like for Akshay and Rajnikant,It's too hot for Akshay and Rajnikant.
2025-05-01T15:52:14.931097,Trailer na ipdi irukanum! Maasssssss,The trailer should be like this! Awesome!
2025-05-01T15:52:19.969761,Otha Semma happy daa Oru payyen kitte nerunga mudiyadhu Otha haters vaai mudidum,"Oh my god, I'm so happy. I can't stand next to a boy. Haters will shut their mouths."
2025-05-01T15:52:23.203822,Tamil cinema 2.0 vera level la irukku marana mass trailer,"Tamil cinema 2.0 is at another level, the trailer is extremely mass and deadly."
2025-05-01T15:52:27.428271,Mind it Love u rajani sir Love u akshay sir,"Mind it, I love you Rajani sir, I love you Akshay sir."
2025-05-01T15:52:32.067568,Real King Of Indian Cinema Akshay Kumar,The real king of Indian cinema is Akshay Kumar.
2025-05-01T15:52:36.093772,"Irukku, padathula neraya transformers and terminator kadha irukku","Yes, there are many stories about Transformers and Terminator in the movie."
2025-05-01T15:52:40.227510,Jaldi se hindi version mai release karo yar..,"Quickly release the Hindi version, man."
2025-05-01T15:52:44.437250,Graphics sari illa nu solrathukune oru gang suthum parunga,"Just because someone says the graphics aren't good, a certain group keeps circling around."
2025-05-01T15:52:48.635706,"Mairu mari iruku trailer, idhuku teaser thevalam.",The trailer is very nice but a teaser is needed for this.
2025-05-01T15:52:53.118403,VFX mokka Daww sollitu oru group suthittu irukkanunga,"The VFX is bad, dude, and a group is running around saying so."
2025-05-01T15:52:59.138076,2.0 TOH ZERO WHO WILL WIN?,"2.0 versus Zero, who will win?"
2025-05-01T15:53:03.257928,Graphics sari illa nu solrathukune oru gang suthum parunga,"Just because someone says the graphics are not good, look at how a gang is roaming around."
2025-05-01T15:53:07.563208,Graphics sari illa nu solrathukune oru gang suthum parunga,A gang is already forming just because someone says the graphics are not good.
2025-05-01T15:53:12.171180,Graphics sari illa nu solrathukune oru gang suthum parunga,"Just because someone says the graphics aren't good, look how a gang is roaming around."
2025-05-01T15:53:16.319146,Semma trailer Hollywood movie trailer pakara mari ruku,"The trailer looks amazing, just like a Hollywood movie trailer."
2025-05-01T15:53:20.788963,Graphics sari illa nu solrathukune oru gang suthum parunga,"Just because someone says the graphics aren't good, a whole gang is ready to fight."
2025-05-01T15:53:25.687971,Graphics sari illa nu solrathukune oru gang suthum parunga,"Just because someone says the graphics are not good, a whole gang will keep nagging."
2025-05-01T15:53:30.399214,Otha Teaser appo vfx mokkanu pesna dubakuru pasangala ippa vandhu pesunga da paapohm...,"The teaser earlier said the VFX was amazing, now those fake guys are talking nonsense..."
2025-05-01T15:53:36.535844,A big like from Mumbai,A big like from Mumbai
2025-05-01T15:53:40.837434,Graphics sari illa nu solrathukune oru gang suthum parunga,"""Just because they say the graphics are not good, a gang will immediately come to argue."""
2025-05-01T15:53:45.101865,Rajini sir Shankar and akshay Kumar sir hat's off vyara level,"Rajini sir, Shankar and Akshay Kumar sir, hats off to your next level performance."
2025-05-01T15:53:49.239956,Graphics sari illa nu solrathukune oru gang suthum parunga,"Just because someone says the graphics aren't good, a gang is ready to fight."
2025-05-01T15:53:53.346018,Bollywood wale yaha hagne na aye,Bollywood people should not come here to defecate.
2025-05-01T15:53:58.255852,Teaser la irundhadha apdiye trailer la potrukinga...avlo lam nalla ila.. So sad,The teaser was directly put into the trailer... It's not that nice... So sad.
2025-05-01T15:54:02.328881,"What a trailer, indian cinema va vera level ku kondupoga poguthu intha film Akshay kumar vera level Superstar","What a trailer, Indian cinema is reaching another level, this film Akshay Kumar is a superstar on another level."
2025-05-01T15:54:06.078173,Looks like power rangers spd emergency,It looks like a Power Rangers SPD emergency.
2025-05-01T15:54:10.639991,Biggest Fan Of Akshay Kumar From Australia Hit Like For Superstar Rajinikant & Superstar Akshay Kumar,"The biggest fan of Akshay Kumar from Australia, hit like for Superstar Rajinikanth and Superstar Akshay Kumar."
2025-05-01T15:54:14.941886,Thalapathy fans like Sarkar diwali like here,Thalapathy fans are here like it's Diwali for the movie Sarkar.
2025-05-01T15:54:19.248695,Super Star soldra WOOOW Vera Level la iruku superrrrrb,"Super Star is coming, WOW it's at another level, superb."
2025-05-01T15:54:23.482361,Video game trailer or movie trailer? RRR fans like here!,Video game trailer or movie trailer? RRR fans like here!
2025-05-01T15:54:27.754955,Hollywood movie vida vera level la eruku sir. Shankar sir it's awesome,"This Hollywood movie is on another level, sir. It's awesome, Shankar sir."
2025-05-01T15:54:31.764945,Dei Antha Paravaya paathale mersal ah irruku da,"Hey, that Paravaya looks very impressive."
2025-05-01T15:54:35.745743,Last gun sound in headphone ku ku,The last gun sound in the headphones is irritating.
2025-05-01T15:54:40.483230,ONE WORD : MASTERPIECE THANKYOU SHANKAR SIR FOR VFX TREAT,"One word: masterpiece. Thank you, Shankar Sir, for the VFX treat."
2025-05-01T15:54:44.349010,Power rangers maadhiri eduthu vachirukinga,You have taken it like Power Rangers.
2025-05-01T15:54:48.306518,I'm Chitti Reloaded version 2.0,I'm Chitti Reloaded version 2.0
2025-05-01T15:54:52.233826,Wow semma mass varthaiye illa therikkuthu,"Wow, such powerful words are not easily understandable."
2025-05-01T15:54:56.440172,Superstar Akshay Kumar & Superstar Rajinikant Fans Hit Like.. Support All The Version,Superstar Akshay Kumar and Superstar Rajinikant fans hit like and support all the versions.
2025-05-01T15:55:01.266911,Omg omg. Mind-blowing. Awesome. Enaku solla varthee varala. Avloo super..,"Oh my god, oh my god. It's mind-blowing. Awesome. I don't have words to express. It's that super."
2025-05-01T15:55:06.919777,Mokka ah irukkum nu confirn pannittenga,They confirmed that it will be bad.
2025-05-01T15:55:11.209459,Enna Da Bomma padam maathiri irukuthu,"What a movie, it's just like Bomma."
2025-05-01T15:55:15.294540,Sema Tamil cinema Into a Next level,This Tamil cinema is going to the next level.
2025-05-01T15:55:20.481287,concrete suvara odachittu pora alavu entha companyda mobile vachirukanga? enaku oru mobile venum...,How much concrete is being poured for the company's mobile? I need a mobile...
2025-05-01T15:55:24.781740,Irungada ! Nalla rewind panni pathukuren ! Ethe pakanumnu terle ..beyond words !,"""Wait! I'm rewinding it nicely! I don't know what to see... it's beyond words!"""
2025-05-01T15:55:30.321511,The long wait is over. Thalaivaaaaaa! !,The long wait is over. Leader!
2025-05-01T15:55:34.813604,Vera level... Thalaivar AR rahman,Next level... Leader AR rahman
2025-05-01T15:55:38.700074,virtual reality la uta naangalum veetlayey 3d la papom la !,Let's watch a 3D movie at home in virtual reality!
2025-05-01T15:55:43.595134,"Waiting to see this on screen fdfs but thalaivar padatha enaiku fdfs olunga paakurathuku, but enna aanalum naan paapen","I'm waiting to watch this on the first day first show, but to watch the leader's movie properly on the first day first show, whatever it is, I will watch."
2025-05-01T15:55:48.122029,Akshay kumar voice kevalama iruku tamil version la,Akshay Kumar's voice does not match well in the Tamil version.
2025-05-01T15:55:52.440567,Anyone here after zero,Is anyone here after zero?
2025-05-01T15:55:59.494753,Vera level da daiiiiiii... Marana mass....,Next level dude... It's super awesome...
2025-05-01T15:56:03.106456,Wow....... Ak is looking.... Very dangerous.... ...,Wow...... AK is looking very dangerous......
2025-05-01T15:56:07.174620,Ek building aur ek field..pe hi puri film dikha diya..lol,They showed the whole film in just one building and one field..lol
2025-05-01T15:56:11.271188,RIP Baahubali 2000 CRORE movie loading .............,"Rest in peace Baahubali, the 2000 crore movie is loading."
2025-05-01T15:56:15.481990,Super star fans hit like here,Super star fans hit like here
2025-05-01T15:56:20.146632,Super star Rajini fans hit like,Super star Rajini fans hit like
2025-05-01T15:56:25.205879,Sema look VFXvara lavel iam thalapathi veryan,"The look is amazing, the VFX level is very high, I am a thalapathi (leader)."
2025-05-01T15:56:30.141001,Indiaka hi nahi world kabhi Record brock hone wala h Like karo jo jo aisa chahta h,Now not only India but the whole world will break records. Like if you want the same.
2025-05-01T15:56:33.417602,Wonderful movie akshay Kumar fans like here,This is a wonderful movie for Akshay Kumar fans here.
2025-05-01T15:56:37.557961,2.01 akshay kumar fans hit like.,2.01 Akshay Kumar fans hit like.
2025-05-01T15:56:43.576050,Ye kya raita bana diya bhai.. isse achha animation movie bana dete,What nonsense is this bro.. it would have been better to make an animation movie
2025-05-01T15:56:47.868660,Rajini ah vida akshay mass ah irukane,Akshay is more massy than Rajini.
2025-05-01T15:56:52.334552,"Sankar sir, padam trailer mathiri illama irunthaa sari....","Sankar sir, the movie is not at all like the trailer, that's fine...."
2025-05-01T15:56:56.715062,Vfx ah paaaru daa SUPERSTAR,"Look at the VFX, it's amazing, Superstar."
2025-05-01T15:57:00.891183,Antha kaalaththu Taiwan video games maathiri irukku.. kodumai,Those days were like Taiwan video games.. it's cruel.
2025-05-01T15:57:06.158375,Last Battle feels like Power Rangers SPD.,Last Battle feels like Power Rangers SPD.
2025-05-01T15:57:10.239041,Crt time la vidama yenya ippadi panringa,Why are you doing this at the wrong time?
2025-05-01T15:57:14.563268,Semmaa maasss. Shankar proud of tamil .,"Awesome, great. Shankar is proud of Tamil."
2025-05-01T15:57:18.732868,Troll Pananlam nu vantha... Content'e Kidaikalaye paaa.... Awesome By Today Trending Team,Trolls came to criticize... But couldn't even find the content... Awesome By Today Trending Team
2025-05-01T15:57:22.841986,Kanna Rajini rage Innum paakalaye....IPpo paarunga,"Kanna, Rajini is still angry...Now see for yourself."
2025-05-01T15:57:26.759887,Vera levellllllllllllll all the best shankar sir ur a legend,"Amazing level, all the best Shankar sir, you're a legend."
2025-05-01T15:57:31.706785,Silirkavachutinga thalaiva Vera level thalaiva.... great job Sankar sir ...,"""Keep shining, leader. You're on another level, leader. Great job, Sankar sir."""
2025-05-01T15:57:36.410299,Woowww Teaser'ah pathutu katharana haters'ku elaruku RIP,"Wow, after seeing the teaser, all the jealous haters can rest in peace."
2025-05-01T15:57:40.730410,Indian tamil film next level poga podhu,Indian Tamil films are reaching the next level.
2025-05-01T15:57:45.504434,Thalapathy vijay fans ...here ..hit like ...nanba nanbigal,"Thalapathy Vijay fans, hit like here, my friends."
2025-05-01T15:57:49.544555,Teaser pakumbodhu mokkaiya iruku nenachu *trailer vera level,"When I saw the teaser I thought it was rubbish, but the trailer is on another level."
2025-05-01T15:57:53.671608,Namma tamil cinema vooda getha kattanum,Our Tamil cinema should rise even higher.
2025-05-01T15:57:57.967606,Comments pakka vandha nanba nanbi gal like pannitu pooga Trailar supper,"The comments are pouring in friends, girls and boys, keep liking and sharing, the trailer is superb."
2025-05-01T15:58:04.242048,Pride of Indian Cinema Superstar Rajinikanth,The pride of Indian cinema is Superstar Rajinikanth.
2025-05-01T15:58:09.791801,Don’t forget to kill the like button,Don’t forget to hit the like button.
2025-05-01T15:58:13.754025,wah Bhaii Wahhh Akshay Sir,Wow bro wow Akshay Sir
2025-05-01T15:58:17.789877,Super star fans hit like waiting,"Superstar fans, hit like while waiting."
2025-05-01T15:58:22.624683,dai romba comedy aa iruku... pavam lyca 500 Kodi ya...,"Hey, it's so funny... poor Lyca, 500 crores..."
2025-05-01T15:58:28.066752,Shankar g Hollywood level padam edukuringa ana logic yenga,Shankar is making Hollywood level movies but where is the logic
2025-05-01T15:58:32.439697,Dei..ennada graphics idhu..sakthiman maari pesran akshay kumar,Hey..what is this graphics..Akshay Kumar is talking like Shaktimaan.
2025-05-01T15:58:36.468277,This is some awesome bgmmmmFeela like world is in real danger,This is some awesome background music that makes it feel like the world is in real danger.
2025-05-01T15:58:40.776711,Vfx pathi ippo pesungada Hollywood sambranigala,Now let's talk about the Hollywood experts regarding VFX.
2025-05-01T15:58:44.684003,Tamil cinema is hai fai NOW,Tamil cinema is high five now
2025-05-01T15:58:48.591515,Wow vera level thank u sankar sir,"Wow, amazing level. Thank you, Sankar sir."
2025-05-01T15:58:52.404569,Super Star fans hit liks.... Vera Level....,Super Star fans are hitting likes at an incredible level....
2025-05-01T15:58:56.187186,Kya ye movie hindi m aayegi...,Will this movie release in Hindi...
2025-05-01T15:59:00.888551,Ithanda nijamana verithanam.. Vijay fans lam oram po,This is the real truth.. Vijay fans are going crazy.
2025-05-01T15:59:05.808941,Kolla massss . . Namaku thevaiyanadhu namba dhan adichu vaganum Vera level thalivaa,"Cool, that's awesome. . What we need is to believe in ourselves and achieve it. You're a next-level hero."
2025-05-01T15:59:10.570943,"Vettu kuthu thavirthu vera mathiri story varadha, vetrimaaran., Ketta vartha illadha varaikum happy..,","Until the story changes to something different and violent, happy as long as there's no bad news, Vetrimaaran."
2025-05-01T15:59:15.163889,Ratho dha sauce Mari irukku mathapadi trailer Vera lvl,"The sauce is really spicy, but the trailer is at a different level."
2025-05-01T15:59:19.443721,Danush + vetrimaaran = super hit movie,Danush and Vetrimaaran together make a super hit movie.
2025-05-01T15:59:24.411542,kolaveri thoondugira padam edhukku edukaran? ivan kasu parthuduvan; mathavan vettikittu savanunga. Pannadaigal!,Why are they making a film about the murderous rage trend? This guy will just look at the money; the other guy will kill and die. Such nonsense!
2025-05-01T15:59:28.824456,Etho onnu miss aguthu pa... etho onnu,Something is missing... something is missing.
2025-05-01T15:59:34.200233,THE BEST COMBO IN KOLLYWOOD.... DHANUSH-VETRIMARAN-GV PRAKASH,"The best combination in Kollywood is Dhanush, Vetrimaaran, and GV Prakash."
2025-05-01T15:59:37.966028,Namma ooru screen LA semaya irukku,Our town looks beautiful on the screen.
2025-05-01T15:59:43.155725,Bgm viswasam movie odathu mathiri iruke... Athula fast uh irukaratha ithula gvp slow panni potrukan,"The BGM of Viswasam movie is not like usual, he usually does fast tracks but in this GVP has made it slow."
2025-05-01T15:59:47.900094,0:30 Dunkirk music copy adichirukkan GV Prakash,"At 0:30, GV Prakash copied the music from Dunkirk."
2025-05-01T15:59:53.251649,Movie booking pananu think panavaga like panuga,"When I think about booking a movie ticket, I really like it."
2025-05-01T15:59:57.090353,Looks like superstar thalaivar at 0:23,Looks like superstar leader at 0:23.
2025-05-01T16:00:01.409309,Wrong casting manju warrier.danush sir.....bad casting,The casting of Manju Warrier and Dhanush sir is wrong... it's bad casting.
2025-05-01T16:00:06.743011,"Yov teejay, gowtham menon range ku album pannitu indha kamunattinga kita matikitaye da","Hey Teejay, you made an album in Gowtham Menon's style and now you're messing with these commoners."
2025-05-01T16:00:11.164134,Asuran movie vetri pera congratulation to thala fans,Congratulations to Thala fans for the success of the movie Asuran.
2025-05-01T16:00:16.155628,Paraiyanaaagaa piranthathil perumai kolkirann . Enga ananaa Jai kka Evan daa irukkan,I am proud to be born as a drummer. Where is our brother Jai?
2025-05-01T16:00:20.354536,Ootha antha oscar ah yeduthuttu vandhu asuran- kaala vaiyungaadaaaa,"Get that Oscar and bring it for Asuran-Kaala, please."
2025-05-01T16:00:24.371238,Idhulayum jaadhi ya kondu vandhuteengala da Thu,"You have brought caste into this as well, Thu."
2025-05-01T16:00:28.979811,Am thalapathy veriyan Anna asuranuku marana waiting,"I am a die-hard fan of Thalapathy, waiting eagerly for the movie Asuran."
2025-05-01T16:00:33.305213,Mirandutan da dei. Vera level bgm,"Miranda is amazing, man. The background music is at another level."
2025-05-01T16:00:37.420722,Veralevel performer Dhanush sir,Dhanush sir is a versatile performer.
2025-05-01T16:00:42.441384,konjam fast ah play panuna kaththi theme music mathiri irukuthu indha bgm. enaku matum than apdi thonudha ?,This BGM sounds like the Kaththi theme music if played a little faster. Does only I feel that way?
2025-05-01T16:00:46.412688,Manju looks like Kanmadham character,Manju resembles the character Kanmadham.
2025-05-01T16:00:51.635726,Namma kita kaadu iruntha eduthukidu vanunga Rooba iruntha pudingi kuvanuva Namma kitta irunthu PADIPPA maatum avangalala eduka mudiyathu chithambaraov,"If we have the forest, take it and come. If there are rubies, dig and take them. But they can never take our education away from us, Chithambaraov."
2025-05-01T16:00:57.370496,I m waiting for u Thalaiva va sekrama screen la va Thalaiva dhanush,"I am waiting for you Thalaiva, quickly bring Thalaiva Dhanush to the screen."
2025-05-01T16:01:03.461058,Nadigar dhanush mass... I am waiting,Actor Dhanush is amazing... I am waiting
2025-05-01T16:01:08.032972,Vetrimaaran+gv+dhanush anna vera level combo nu marubadiyum prove pannitanga,"Vetrimaaran, GV, and Dhanush have once again proved that they are an extraordinary level combo."
2025-05-01T16:01:13.932436,SaNa ah Irunthuruntha Vera Level la BGM Irunthurukum!,The background music would have been at another level if SaNa was there!
2025-05-01T16:01:17.514061,Padippu irutntha evanalyum onnum pudunga mudiyathu mass.,"Studying is always important, you shouldn't neglect anything my friend."
2025-05-01T16:01:21.476713,Ennpa G.V Nkp Bgm Manasula Vanthutu pokuthu,"""Bro, G.V's BGM is lingering in my mind."""
2025-05-01T16:01:25.221790,Apo Ennai Nokki Payum thotta,Then Ennai Nokki Payum Thotta started.
2025-05-01T16:01:29.356181,National award varanum naa like pannuka,"I want the national award to win, you should like it."
2025-05-01T16:01:33.725914,1.5M views in 60min அம்மோவ்,"1.5 million views in 60 minutes, amazing."
2025-05-01T16:01:37.711525,I am waiting mar an sir,I am waiting for you sir.
2025-05-01T16:01:43.097257,Indha cinemaavukkaaha sollala sinna paya makkaa.. SINDHIYUNGAL Andha oruvandhaanda Seeman...adha payan padithikka solraangha puriyudhaa....thamizha?,"""Don't tell me this movie is for little kids... SINDHIYUNGAL is about that one person, Seeman... they say he's making the boy study... do you understand... Tamil?"""
2025-05-01T16:01:47.258296,Elam ok pa Sneha enga?,"Everything is fine, where is Sneha?"
2025-05-01T16:01:51.384258,Vetrimaran sir plzz vijay & surya vechi padam pannunga,Vetrimaran sir please make a movie with Vijay and Surya.
2025-05-01T16:01:55.952285,Ilaiya super star Dhanush mass fli film..... Asuran coming an meratal in Tamil nadu....,The young superstar Dhanush's mass action film Asuran is coming in Tamil Nadu.
2025-05-01T16:02:00.250034,"Ennangada ithu viswasam bgm kekuthu,",What is this? I'm listening to Viswasam's BGM.
2025-05-01T16:02:05.157498,Sa Na kita koduthurukalam.gv thaan acting la pooitarula . Dear vm pls give sana dhanush combo .,"Sa Na has given us a great performance. GV is the best in acting. Dear VM, please give us a Sana Dhanush combo."
2025-05-01T16:02:09.964671,Super but 5.2K haters mental pu.....,Super but 5.2K haters are mentally weak.
2025-05-01T16:02:14.782656,Nejamavae sema trailer..... Dhanush-vetrimaaran....... Kalaiyum kaviyum vivasayathin paguthi puthumai padappu... Asuran....,"""The trailer is truly amazing..... Dhanush and Vetrimaaran....... A new and unique cultivation of art and poetry in cinema... Asuran...."""
2025-05-01T16:02:19.261855,Keel jaadhi mel jaadhi fight asusual,The fight between lower caste and upper caste is as usual.
2025-05-01T16:02:23.563484,Song than nkp la ketta maari irukku,The song sounds exactly like the one from NKP.
2025-05-01T16:02:29.088898,Asurathanamaana acting padathula paatha apram varavanga mattum like pannunga pa Vera level verithanam nanpa,"After watching such cruel acting in the movie, people will only pretend to like it, but the real level of nonsense is extreme, my friend."
2025-05-01T16:02:33.027107,Trending la vantha mass ah erukum,It's going to be a huge hit when it's trending.
2025-05-01T16:02:36.322655,DHANUSH vera level performance in ASURAN.....,DHANUSH gave an outstanding performance in ASURAN.
2025-05-01T16:02:41.386764,waiting vadachennai 2 ku next project start pannunga romba aaval la irukku,"I can't wait for Vadachennai 2, please start the next project quickly, I'm so excited."
2025-05-01T16:02:45.176547,Our Lady Super Star Manju Warrier,Our Lady Super Star Manju Warrier
2025-05-01T16:02:50.127396,Kv anandh sir surya sir fan sangada paduvanganu ninainga... Kappan trailer than soona sir,Kv Anand sir and Surya sir thought the fans would watch the movie together... The Kappan trailer is out soon sir.
2025-05-01T16:02:54.183930,Dhanush Vishal Jayamravi Lov from kerala,"Love from Kerala to Dhanush, Vishal, and Jayam Ravi."
2025-05-01T16:02:58.734047,Dhanush's Swag Just Awseome .. Nammaku thevaiyanathu naamatha aaduchu vaanganum ..,Dhanush's swag is just awesome. We need to achieve what we want by ourselves.
2025-05-01T16:03:03.268288,"Pwoli pwolii . Dhanush, vetrimaaran, Manju warrier","Awesome, awesome. Dhanush, Vetrimaaran, Manju Warrier."
2025-05-01T16:03:08.318158,Verithanam... paaahhhh.....polladhavan aadukalam vada Chennai ah vida payangarama iruku.... BGM.. paaahhhh,Truly... wow... Polladhavan and Aadukalam are more terrifying than Vada Chennai... The background music... wow...
2025-05-01T16:03:12.594062,Vetri anna ungla la matum than enga dhanush anna va vera vera dimetiontionla katta mudiyum realy hat's of anna,"Only Vetri anna can showcase our Dhanush anna in different dimensions, really hats off anna."
2025-05-01T16:03:16.897806,"Dai enada ithu thaarumara irukku, Vetrimaran Dhanush once again proved.","Hey, why is this so amazing, Vetrimaran and Dhanush have once again proved it."
2025-05-01T16:03:23.096910,Aasuran based on novel named vekkai by poomani.,Aasuran is based on the novel named Vekkai by Poomani.
2025-05-01T16:03:27.303560,Intha kaapan fans Inga vanthu comedy pannitu irukanga,The Kappan fans have come here and are making jokes.
2025-05-01T16:03:31.335389,Vetri ne dhanusha pudiche thongitu iru....,Vetri is holding the bow and arrow.
2025-05-01T16:03:36.192639,0.42 @viswasam theme music Mari feel pannuvanga like pannunga Bgm ratchasan and viswasam rendu collaborate panna Mari iruku,0.42 people will feel the theme music of Viswasam like BGM Ratchasan and Viswasam are collaborating.
2025-05-01T16:03:40.418407,Idha pathutu road la students kathi vaichi kitu sanda poduvanunga,"After seeing this, the students will gather with knives on the road and start fighting."
2025-05-01T16:03:44.643848,Dai yenna daa padam edhuthu vachu erukinkaaa otha vetrimaran ahaa adichuka ale Ella pooo,"Hey man, what kind of movie have you made, Vetrimaran? You've completely knocked it out of the park, everything is amazing."
2025-05-01T16:03:48.862921,Who feeled viswasam bgm...in between ...?,Who felt the background music of Viswasam in between...?
2025-05-01T16:03:53.846893,Plssssss intha diwali ku movie a release pannuga naan dhanush anna oda periya paithiyaran fan...,Please release the movie for this Diwali. I am a huge fan of Dhanush Anna.
2025-05-01T16:03:57.743428,Padippa Mattum namba kitta irundhu parikka mudiyadhu!,We can't just expect education to come to us!
2025-05-01T16:04:01.870829,Compare to kappaan Aduran is winderfull,"Compared to Kappaan, Aduran is wonderful."
2025-05-01T16:04:06.443949,Dhanush annanuiku national award ready pannuinka,Get Dhanush ready for the national award.
2025-05-01T16:04:10.560641,Vera level la irukkey trailer.. Padam therikkapothu,The trailer is at another level.. I'm excited for the movie release.
2025-05-01T16:04:14.323052,nkp theme mathri iruku sngum apdtha iruku,The NKP theme is like a song and it looks like that.
2025-05-01T16:04:18.234438,అన్నయ్య.... తెలుగు లో కూడా చేయండి అన్నయ్య... మూవీస్ ప్లీజ్ అన్నయ్య,Brother... please do it in Telugu too brother... movies please brother
2025-05-01T16:04:22.703787,Paddipa onnu mattum namba kitta avanuga pudunga mudyathu da chidambaram,"Just believe in Paddipa, Chidambaram, no one else can defeat you."
2025-05-01T16:04:27.049697,Music Verithanam nu Solravanga Oru Like ah podunga,"""Those who say the music is awesome, please give it a like."""
2025-05-01T16:04:33.574764,Massss sir semma trailer eppo movie pakka poram,When will the movie release sir the trailer is awesome.
2025-05-01T16:04:37.674455,Bgm kekka nerkonda paarvai bgm maariye irukkeeee,The background music is playing with a steady gaze like the background music itself.
2025-05-01T16:04:41.696483,Vera level trailer padam masssa irukum confirm,"The trailer is amazing, the movie will definitely be super."
2025-05-01T16:04:45.883925,GV prakash phhhhh BGM vera level thalaivaaaaaaaaaaa,"GV Prakash's background music is absolutely amazing, my hero!"
2025-05-01T16:04:49.806555,congrats vetri maaran & dhanush.....,Congratulations Vetri Maaran and Dhanush.
2025-05-01T16:04:54.018073,Subscribers kammiya iruku adhanala views konjam kammiya iruku,"The number of subscribers is low, so the views are also a bit low."
2025-05-01T16:04:58.065314,Sorry bha ... Plz konjam yellam othungu ... Asuran vanthachi verithaname intha padam than,"Sorry bro... Please bear with me for a while... The movie Asuran is truly amazing, this film is outstanding."
2025-05-01T16:05:02.309982,"Inoru Tirunelveli base movie , vettai nai la ipamachi cinema la kamikurathy nala iruku","Another Tirunelveli based movie, the hunting dog in the Ipamachi cinema looks good."
2025-05-01T16:05:05.844335,Thalaiva.... I am waiting,Leader... I am waiting
2025-05-01T16:05:10.196718,Thala I am waiting... ana dhanush...,Brother I am waiting... but Dhanush...
2025-05-01T16:05:16.143464,Namakita kadu iruntha eduthupanga..panam iruntha pudingipanga..padipu matum eduthakve mudiyathu...dialogue sema,"If you have knowledge they will take it away, if you have money they will loot it, but they can never take away your education. The dialogue is awesome."
2025-05-01T16:05:20.445591,Ilam dhanush colour black vintage kaatuthu yaaru yaaru note panninga,"Young Dhanush's black vintage look is amazing, who all are noticing?"
2025-05-01T16:05:24.897116,332k likes to go lifetime record aa 500k like kondu varanum #Dhanushveriyan,"332k likes, need to reach the lifetime record of 500k likes #Dhanushveriyan."
2025-05-01T16:05:29.262386,Dhanush Anna Maas solldravanga like podunga,"Brother Dhanush, please like the video that you have shared."
2025-05-01T16:05:34.057223,Danush +Vetrimaran+GV Antha award lam eduthu vaingada vanga varanga...,"Danush, Vetrimaran, and GV, bring that award home, come quickly..."
2025-05-01T16:05:38.356754,Love you Thalaiva,"I love you, leader."
2025-05-01T16:05:42.453558,Vetri maaran sir veralevel maasss &Danush Anna acting woww,Vetri Maaran sir is excellent and Dhanush Anna's acting is wow.
2025-05-01T16:05:47.014470,I think dislikers is simbu fan,I think the dislikers are Simbu fans.
2025-05-01T16:05:50.831253,1.18 teejay Yaar Ellam kavanichinga fans like here,1.18 teejay who are all thinking fans like here
2025-05-01T16:05:54.944074,Mass thalaiva Dhanush Anna vera level,Mass thalaiva Dhanush Anna is on another level.
2025-05-01T16:05:59.348402,Mass thalaiva Dhanush Anna vera level,Mass leader Dhanush Anna is on another level.
2025-05-01T16:06:03.226813,Dislike podura alavaku intha trailer yathum illa so,I haven't seen any trailer to dislike at this level.
2025-05-01T16:06:08.258587,Ivan la oru aala ivan la oru moonjiyaa nu ketaanga...ana inaikku danush engayo irukaaru...,He was asked if he was a fool or a face...but today Danush is somewhere else...
2025-05-01T16:06:12.070497,That Bgm is lit... Marana waiting thalaivaaaaa,"That background music is amazing... I'm eagerly waiting, boss."
2025-05-01T16:06:15.804946,Thaliva ni vera Laval... Love you anna,"Leader, you are truly amazing... Love you, brother."
2025-05-01T16:06:20.224565,Sekkiram release pannukappa nallapadam parthu nalachi.,Release it quickly after seeing the good result.
2025-05-01T16:06:26.369652,10.5 m 3 clock kulla varuma,Will you come within 10.5 meters at 3 o'clock?
2025-05-01T16:06:30.581032,THALA fans faster 1m likes varanum 4 days achi wat happen,"THALA fans need to reach 1 million likes faster, it's been 4 days already, what's happening?"
2025-05-01T16:06:37.782197,ippo intha trailer ah parkuravana oru like podunga,"Now, those who are watching this trailer, please give a like."
2025-05-01T16:06:41.977815,Morning lindhu trailer pathuttu yavalo comment likes checkpannite erukravange like podunge,"From morning onwards, those who are watching the trailer and checking the comment likes, please put a like."
2025-05-01T16:06:46.029106,neraya neraya neraya neraya neraya neraya.,many many many many many many.
2025-05-01T16:06:50.321141,Epo yaralaa trailer pathuttu erukinge like podunge,When did you see the trailer and why are you liking it so much?
2025-05-01T16:06:55.902380,viswasam Ku irundha opening iduku illa y.still only 10 M.viswasam trailer 14 M in one day.edo onu miss aavudu,"The opening for Viswasam was not like this, still only 10 million. The Viswasam trailer got 14 million in one day. Something is missing here."
2025-05-01T16:07:00.459757,Bhai jo mera channel subscribe karega me uska channel subscribe karunga,"Brother, whoever subscribes to my channel, I will subscribe to their channel."
2025-05-01T16:07:04.428967,pls hindi me dubbed krna kyu ...,please dub it in Hindi why...
2025-05-01T16:07:08.994608,Ajith amma koothi Surya fan da,Ajith is mother's brother's son Surya's fan.
2025-05-01T16:07:12.654048,Ajith amma koothi Surya da,Ajith's mother is Surya's sister.
2025-05-01T16:07:16.619976,Ajith pundai waste Surya anna mass,"Ajith is garbage, Surya brother is awesome."
